"1309204808","-59"
"1309204810","-61"
"1309204811","-59"
"1309204811","-58"
"1309204811","-66"
"1309204812","-57"
"1309204812","-58"
"1309204813","-61"
"1309204816","-59"
"1309204819","-63"
"1309204819","-60"
"1309204820","-61"
"1309204820","-59"
"1309204820","-60"
"1309204820","-60"
"1309204823","-53"
"1309204823","-56"
"1309204824","-57"
"1309204824","-55"
"1309204825","-64"
"1309204825","-58"
"1309204825","-62"
"1309204828","-57"
"1309204829","-66"
"1309204829","-65"
"1309204832","-54"
"1309204832","-72"
"1309204832","-56"
"1309204832","-65"
"1309204833","-64"
"1309204833","-61"
"1309204833","-62"
"1309204836","-59"
"1309204837","-58"
"1309204837","-63"
"1309204838","-59"
"1309204838","-55"
"1309204838","-63"
"1309204838","-57"
"1309204839","-62"
"1309204839","-63"
"1309204839","-55"
"1309204839","-60"
"1309204840","-55"
"1309204840","-56"
"1309204840","-55"
"1309204840","-61"
"1309204840","-56"
"1309204844","-57"
"1309204844","-60"
"1309204844","-58"
"1309204844","-60"
"1309204845","-59"
"1309204847","-56"
"1309204848","-60"
"1309204848","-58"
"1309204848","-63"
"1309204851","-59"
